molecule,functional,basis,wavelength,intensity
Eos_1,M06,6-31+G**,693,1.1228419287078234e-07
Eos_1,M06,6-31+G**,694,1.0562720683584613e-07
Eos_1,M06,6-31+G**,695,9.936593130121523e-08
Eos_1,M06,6-31+G**,696,9.34768450810488e-08
Eos_1,M06,6-31+G**,697,8.793782068217234e-08
Eos_1,M06,6-31+G**,698,8.272804229603524e-08
Eos_1,M06,6-31+G**,699,7.78279285598717e-08
Eos_1,M06,6-31G**,200,1.7165633000675358e-14
Eos_1,M06,6-31G**,201,4.968230034595934e-14
Eos_1,M06,6-31G**,202,1.3907415255098538e-13
Eos_1,M06,6-31G**,203,3.7684032885710096e-13
Eos_1,M06,6-31G**,204,9.892090807580726e-13
Eos_1,M06,6-31G**,205,2.5175763747068333e-12
Eos_1,M06,6-31G**,206,6.216930348108595e-12
Eos_1,M06,6-31G**,207,1.4907138955464986e-11
Eos_1,M06,6-31G**,208,3.473403666930935e-11
Eos_1,M06,6-31G**,209,7.869886298657665e-11
Eos_1,M06,6-31G**,210,1.7351445631224126e-10
Eos_1,M06,6-31G**,211,3.725213231303535e-10
Eos_1,M06,6-31G**,212,7.792950818611584e-10
Eos_1,M06,6-31G**,213,1.5895281091143043e-09
Eos_1,M06,6-31G**,214,3.1631770866871527e-09
Eos_1,M06,6-31G**,215,6.145185911459481e-09
Eos_1,M06,6-31G**,216,1.1661755569516752e-08
Eos_1,M06,6-31G**,217,2.1630453219925753e-08
Eos_1,M06,6-31G**,218,3.9236473511423905e-08
Eos_1,M06,6-31G**,219,6.96436663368641e-08
Eos_1,M06,6-31G**,220,1.2102644219720918e-07
Eos_1,M06,6-31G**,221,2.0602543166858727e-07
Eos_1,M06,6-31G**,222,3.437429421850961e-07
Eos_1,M06,6-31G**,223,5.624000649638462e-07
Eos_1,M06,6-31G**,224,9.027713381119352e-07
Eos_1,M06,6-31G**,225,1.4224906171885505e-06
Eos_1,M06,6-31G**,226,2.201279257475805e-06
Eos_1,M06,6-31G**,227,3.3470823439571736e-06
Eos_1,M06,6-31G**,228,5.0030103750704395e-06
Eos_1,M06,6-31G**,229,7.354875567772747e-06
Eos_1,M06,6-31G**,230,1.0638990529792856e-05
Eos_1,M06,6-31G**,231,1.5149772808373515e-05
Eos_1,M06,6-31G**,232,2.124658512521494e-05
Eos_1,M06,6-31G**,233,2.9359152973970715e-05
Eos_1,M06,6-31G**,234,3.999085355375173e-05
Eos_1,M06,6-31G**,235,5.37191752999518e-05
Eos_1,M06,6-31G**,236,7.119271371086919e-05
Eos_1,M06,6-31G**,237,9.312419883276193e-05
Eos_1,M06,6-31G**,238,0.00012027923773526364
Eos_1,M06,6-31G**,239,0.0001534606897353985
Eos_1,M06,6-31G**,240,0.0001934888553630007
Eos_1,M06,6-31G**,241,0.00024117793069750943
Eos_1,M06,6-31G**,242,0.00029730943423087017
Eos_1,M06,6-31G**,243,0.0003626035330109344
Eos_1,M06,6-31G**,244,0.00043768936188381654
Eos_1,M06,6-31G**,245,0.0005230755335404173
Eos_1,M06,6-31G**,246,0.0006191220738661809
Eos_1,M06,6-31G**,247,0.0007260149892723961
Eos_1,M06,6-31G**,248,0.0008437445878375998
Eos_1,M06,6-31G**,249,0.0009720885449678203
Eos_1,M06,6-31G**,250,0.001110600538672174
Eos_1,M06,6-31G**,251,0.0012586050903010692
Eos_1,M06,6-31G**,252,0.0014151990422873104
Eos_1,M06,6-31G**,253,0.0015792598908187388
Eos_1,M06,6-31G**,254,0.0017494609716792236
Eos_1,M06,6-31G**,255,0.0019242932734197132
Eos_1,M06,6-31G**,256,0.0021020934251440118
Eos_1,M06,6-31G**,257,0.0022810771794524965
Eos_1,M06,6-31G**,258,0.0024593774899327172
Eos_1,M06,6-31G**,259,0.002635086075547598
Eos_1,M06,6-31G**,260,0.002806297182773085
Eos_1,M06,6-31G**,261,0.0029711521137499846
Eos_1,M06,6-31G**,262,0.003127882998814412
Eos_1,M06,6-31G**,263,0.0032748542668387596
Eos_1,M06,6-31G**,264,0.0034106003157122833
Eos_1,M06,6-31G**,265,0.003533858011840271
Eos_1,M06,6-31G**,266,0.0036435928494652665
Eos_1,M06,6-31G**,267,0.003739017869218676
Eos_1,M06,6-31G**,268,0.0038196047559575855
Eos_1,M06,6-31G**,269,0.003885086889244473
Eos_1,M06,6-31G**,270,0.003935454483409278
Eos_1,M06,6-31G**,271,0.003970942304699369
Eos_1,M06,6-31G**,272,0.003992010768489487
Eos_1,M06,6-31G**,273,0.003999321480949754
Eos_1,M06,6-31G**,274,0.003993708482680435
Eos_1,M06,6-31G**,275,0.003976146567985919
Eos_1,M06,6-31G**,276,0.003947718090058843
Eos_1,M06,6-31G**,277,0.003909579622550375
Eos_1,M06,6-31G**,278,0.0038629297400459093
Eos_1,M06,6-31G**,279,0.003808979016025501
Eos_1,M06,6-31G**,280,0.003748923131754845
Eos_1,M06,6-31G**,281,0.003683919759219129
Eos_1,M06,6-31G**,282,0.003615069641545206
Eos_1,M06,6-31G**,283,0.0035434020599533073
Eos_1,M06,6-31G**,284,0.003469864659582054
Eos_1,M06,6-31G**,285,0.003395317417255675
Eos_1,M06,6-31G**,286,0.00332053037912351
Eos_1,M06,6-31G**,287,0.003246184678810507
Eos_1,M06,6-31G**,288,0.003172876268215942
Eos_1,M06,6-31G**,289,0.0031011217519503905
Eos_1,M06,6-31G**,290,0.003031365709296346
Eos_1,M06,6-31G**,291,0.002963988909863375
Eos_1,M06,6-31G**,292,0.0028993168753211275
Eos_1,M06,6-31G**,293,0.0028376283039369668
Eos_1,M06,6-31G**,294,0.002779162951391545
Eos_1,M06,6-31G**,295,0.0027241286451474677
Eos_1,M06,6-31G**,296,0.002672707195753061
Eos_1,M06,6-31G**,297,0.002625059052852888
Eos_1,M06,6-31G**,298,0.0025813266331108455
Eos_1,M06,6-31G**,299,0.0025416363192699884
Eos_1,M06,6-31G**,300,0.0025060991924443225
Eos_1,M06,6-31G**,301,0.002474810612381953
Eos_1,M06,6-31G**,302,0.0024478488023341326
Eos_1,M06,6-31G**,303,0.0024252726262510267
Eos_1,M06,6-31G**,304,0.0024071187666101857
Eos_1,M06,6-31G**,305,0.0023933985218603346
Eos_1,M06,6-31G**,306,0.002384094444035057
Eos_1,M06,6-31G**,307,0.0023791570305133417
Eos_1,M06,6-31G**,308,0.002378501670234916
Eos_1,M06,6-31G**,309,0.002382006025038563
Eos_1,M06,6-31G**,310,0.0023895080023350183
Eos_1,M06,6-31G**,311,0.0024008044472122736
Eos_1,M06,6-31G**,312,0.0024156506514452294
Eos_1,M06,6-31G**,313,0.002433760744853718
Eos_1,M06,6-31G**,314,0.002454809002080925
Eos_1,M06,6-31G**,315,0.0024784320661358802
Eos_1,M06,6-31G**,316,0.0025042320598613723
Eos_1,M06,6-31G**,317,0.0025317805286531082
Eos_1,M06,6-31G**,318,0.002560623132953707
Eos_1,M06,6-31G**,319,0.002590284987836325
Eos_1,M06,6-31G**,320,0.0026202765298032294
Eos_1,M06,6-31G**,321,0.002650099778040407
Eos_1,M06,6-31G**,322,0.002679254848935307
Eos_1,M06,6-31G**,323,0.002707246578687549
Eos_1,M06,6-31G**,324,0.0027335911091965577
Eos_1,M06,6-31G**,325,0.0027578222968490467
Eos_1,M06,6-31G**,326,0.0027794978119990393
Eos_1,M06,6-31G**,327,0.002798204808389103
Eos_1,M06,6-31G**,328,0.0028135650559874626
Eos_1,M06,6-31G**,329,0.002825239447144187
Eos_1,M06,6-31G**,330,0.0028329318040030806
Eos_1,M06,6-31G**,331,0.0028363919341369195
Eos_1,M06,6-31G**,332,0.0028354179008057154
Eos_1,M06,6-31G**,333,0.0028298574935019666
Eos_1,M06,6-31G**,334,0.0028196089030198494
Eos_1,M06,6-31G**,335,0.00280462062270033
Eos_1,M06,6-31G**,336,0.00278489061336325
Eos_1,M06,6-31G**,337,0.002760464783416995
Eos_1,M06,6-31G**,338,0.002731434847493038
Eos_1,M06,6-31G**,339,0.0026979356365222328
Eos_1,M06,6-31G**,340,0.0026601419393676466
Eos_1,M06,6-31G**,341,0.0026182649609439684
Eos_1,M06,6-31G**,342,0.0025725484842435264
Eos_1,M06,6-31G**,343,0.0025232648239711425
Eos_1,M06,6-31G**,344,0.002470710657732653
Eos_1,M06,6-31G**,345,0.0024152028171342812
Eos_1,M06,6-31G**,346,0.0023570741159723036
Eos_1,M06,6-31G**,347,0.002296669286184924
Eos_1,M06,6-31G**,348,0.002234341084672696
Eos_1,M06,6-31G**,349,0.002170446625743164
Eos_1,M06,6-31G**,350,0.00210534398506678
Eos_1,M06,6-31G**,351,0.0020393891118981123
Eos_1,M06,6-31G**,352,0.001972933077154005
Eos_1,M06,6-31G**,353,0.0019063196759597579
Eos_1,M06,6-31G**,354,0.001839883394660963
Eos_1,M06,6-31G**,355,0.0017739477442083294
Eos_1,M06,6-31G**,356,0.0017088239543830972
Eos_1,M06,6-31G**,357,0.0016448100166393696
Eos_1,M06,6-31G**,358,0.0015821900574664878
Eos_1,M06,6-31G**,359,0.001521234019163023
Eos_1,M06,6-31G**,360,0.001462197620783245
Eos_1,M06,6-31G**,361,0.001405322568764417
Eos_1,M06,6-31G**,362,0.00135083698434862
Eos_1,M06,6-31G**,363,0.0012989560133387702
Eos_1,M06,6-31G**,364,0.0012498825829266942
Eos_1,M06,6-31G**,365,0.0012038082702421164
Eos_1,M06,6-31G**,366,0.0011609142478296978
Eos_1,M06,6-31G**,367,0.0011213722723965593
Eos_1,M06,6-31G**,368,0.0010853456848121108
Eos_1,M06,6-31G**,369,0.001052990391412593
Eos_1,M06,6-31G**,370,0.0010244557990923932
Eos_1,M06,6-31G**,371,0.0009998856793831884
Eos_1,M06,6-31G**,372,0.000979418939664012
Eos_1,M06,6-31G**,373,0.0009631902827479794
Eos_1,M06,6-31G**,374,0.0009513307392965445
Eos_1,M06,6-31G**,375,0.0009439680607668104
Eos_1,M06,6-31G**,376,0.0009412269638526713
Eos_1,M06,6-31G**,377,0.000943229220592929
Eos_1,M06,6-31G**,378,0.0009500935914495636
Eos_1,M06,6-31G**,379,0.0009619356016723102
Eos_1,M06,6-31G**,380,0.0009788671641307348
Eos_1,M06,6-31G**,381,0.001000996054485433
Eos_1,M06,6-31G**,382,0.0010284252470623392
Eos_1,M06,6-31G**,383,0.001061252122068869
Eos_1,M06,6-31G**,384,0.0010995675568308686
Eos_1,M06,6-31G**,385,0.0011434549155217295
Eos_1,M06,6-31G**,386,0.0011929889533887988
Eos_1,M06,6-31G**,387,0.0012482346527495686
Eos_1,M06,6-31G**,388,0.0013092460090259655
Eos_1,M06,6-31G**,389,0.0013760647858071275
Eos_1,M06,6-31G**,390,0.0014487192583794337
Eos_1,M06,6-31G**,391,0.0015272229653404553
Eos_1,M06,6-31G**,392,0.0016115734878263306
Eos_1,M06,6-31G**,393,0.0017017512755379827
Eos_1,M06,6-31G**,394,0.0017977185381614755
Eos_1,M06,6-31G**,395,0.001899418219954263
Eos_1,M06,6-31G**,396,0.002006773074228288
Eos_1,M06,6-31G**,397,0.002119684853219531
Eos_1,M06,6-31G**,398,0.0022380336274119388
Eos_1,M06,6-31G**,399,0.0023616772468028372
Eos_1,M06,6-31G**,400,0.0024904509548794914
Eos_1,M06,6-31G**,401,0.0026241671642468455
Eos_1,M06,6-31G**,402,0.0027626154009298973
Eos_1,M06,6-31G**,403,0.0029055624223953327
Eos_1,M06,6-31G**,404,0.0030527525123232673
Eos_1,M06,6-31G**,405,0.003203907953135591
Eos_1,M06,6-31G**,406,0.0033587296752793988
Eos_1,M06,6-31G**,407,0.0035168980802953932
Eos_1,M06,6-31G**,408,0.0036780740327972254
Eos_1,M06,6-31G**,409,0.0038419000146692056
Eos_1,M06,6-31G**,410,0.004008001433078312
Eos_1,M06,6-31G**,411,0.004175988072309762
Eos_1,M06,6-31G**,412,0.00434545567799073
Eos_1,M06,6-31G**,413,0.004515987660977852
Eos_1,M06,6-31G**,414,0.004687156907062496
Eos_1,M06,6-31G**,415,0.004858527677703377
Eos_1,M06,6-31G**,416,0.005029657586234582
Eos_1,M06,6-31G**,417,0.005200099633422872
Eos_1,M06,6-31G**,418,0.005369404285863176
Eos_1,M06,6-31G**,419,0.0055371215805030205
Eos_1,M06,6-31G**,420,0.005702803238573502
Eos_1,M06,6-31G**,421,0.005866004772369218
Eos_1,M06,6-31G**,422,0.0060262875686552695
Eos_1,M06,6-31G**,423,0.006183220932976346
Eos_1,M06,6-31G**,424,0.006336384079789118
Eos_1,M06,6-31G**,425,0.006485368054122989
Eos_1,M06,6-31G**,426,0.006629777571380509
Eos_1,M06,6-31G**,427,0.006769232762903455
Eos_1,M06,6-31G**,428,0.0069033708160382195
Eos_1,M06,6-31G**,429,0.007031847498617506
Eos_1,M06,6-31G**,430,0.007154338559019855
Eos_1,M06,6-31G**,431,0.007270540994256839
Eos_1,M06,6-31G**,432,0.00738017417985401
Eos_1,M06,6-31G**,433,0.007482980856621064
Eos_1,M06,6-31G**,434,0.007578727970733288
Eos_1,M06,6-31G**,435,0.007667207364856902
Eos_1,M06,6-31G**,436,0.007748236319331482
Eos_1,M06,6-31G**,437,0.007821657943661856
Eos_1,M06,6-31G**,438,0.007887341419757872
Eos_1,M06,6-31G**,439,0.00794518209948401
Eos_1,M06,6-31G**,440,0.007995101460133228
Eos_1,M06,6-31G**,441,0.008037046922413311
Eos_1,M06,6-31G**,442,0.008070991536423619
Eos_1,M06,6-31G**,443,0.00809693354190072
Eos_1,M06,6-31G**,444,0.00811489580971948
Eos_1,M06,6-31G**,445,0.008124925172250053
Eos_1,M06,6-31G**,446,0.008127091650689141
Eos_1,M06,6-31G**,447,0.008121487587907024
Eos_1,M06,6-31G**,448,0.008108226695680386
Eos_1,M06,6-31G**,449,0.0080874430254178
Eos_1,M06,6-31G**,450,0.008059289871632359
Eos_1,M06,6-31G**,451,0.008023938617478483
Eos_1,M06,6-31G**,452,0.007981577531651412
Eos_1,M06,6-31G**,453,0.007932410525853856
Eos_1,M06,6-31G**,454,0.007876655881869487
Eos_1,M06,6-31G**,455,0.007814544957053964
Eos_1,M06,6-31G**,456,0.007746320876766305
Eos_1,M06,6-31G**,457,0.007672237221923957
Eos_1,M06,6-31G**,458,0.007592556719478963
Eos_1,M06,6-31G**,459,0.00750754994318788
Eos_1,M06,6-31G**,460,0.0074174940315900354
Eos_1,M06,6-31G**,461,0.007322671429623756
Eos_1,M06,6-31G**,462,0.0072233686598048834
Eos_1,M06,6-31G**,463,0.007119875128371153
Eos_1,M06,6-31G**,464,0.007012481971266322
Eos_1,M06,6-31G**,465,0.00690148094430371
Eos_1,M06,6-31G**,466,0.006787163361315726
Eos_1,M06,6-31G**,467,0.006669819083567643
Eos_1,M06,6-31G**,468,0.00654973556319521
Eos_1,M06,6-31G**,469,0.00642719694292011
Eos_1,M06,6-31G**,470,0.006302483213807861
Eos_1,M06,6-31G**,471,0.006175869432362748
Eos_1,M06,6-31G**,472,0.00604762499780599
Eos_1,M06,6-31G**,473,0.005918012989959433
Eos_1,M06,6-31G**,474,0.005787289567757504
Eos_1,M06,6-31G**,475,0.005655703428039084
Eos_1,M06,6-31G**,476,0.005523495323926545
Eos_1,M06,6-31G**,477,0.005390897641783961
Eos_1,M06,6-31G**,478,0.005258134035460359
Eos_1,M06,6-31G**,479,0.005125419116266273
Eos_1,M06,6-31G**,480,0.004992958196903424
Eos_1,M06,6-31G**,481,0.004860947087367312
Eos_1,M06,6-31G**,482,0.00472957194067008
Eos_1,M06,6-31G**,483,0.004599009146085516
Eos_1,M06,6-31G**,484,0.004469425267498712
Eos_1,M06,6-31G**,485,0.0043409770243480195
Eos_1,M06,6-31G**,486,0.00421381131257596
Eos_1,M06,6-31G**,487,0.004088065262956756
Eos_1,M06,6-31G**,488,0.003963866334140017
Eos_1,M06,6-31G**,489,0.0038413324377414015
Eos_1,M06,6-31G**,490,0.0037205720928201198
Eos_1,M06,6-31G**,491,0.0036016846071086532
Eos_1,M06,6-31G**,492,0.0034847602824000577
Eos_1,M06,6-31G**,493,0.0033698806415521122
Eos_1,M06,6-31G**,494,0.0032571186746325966
Eos_1,M06,6-31G**,495,0.0031465391018058926
Eos_1,M06,6-31G**,496,0.003038198650645997
Eos_1,M06,6-31G**,497,0.00293214634565297
Eos_1,M06,6-31G**,498,0.002828423807849031
Eos_1,M06,6-31G**,499,0.0027270655624342
Eos_1,M06,6-31G**,500,0.0026280993525888865
Eos_1,M06,6-31G**,501,0.0025315464576222356
Eos_1,M06,6-31G**,502,0.0024374220137769608
Eos_1,M06,6-31G**,503,0.0023457353361153936
Eos_1,M06,6-31G**,504,0.002256490240025091
Eos_1,M06,6-31G**,505,0.0021696853609953805
Eos_1,M06,6-31G**,506,0.002085314471427884
Eos_1,M06,6-31G**,507,0.0020033667933538283
Eos_1,M06,6-31G**,508,0.0019238273060382637
Eos_1,M06,6-31G**,509,0.001846677047555325
Eos_1,M06,6-31G**,510,0.0017718934095195624
Eos_1,M06,6-31G**,511,0.0016994504242554978
Eos_1,M06,6-31G**,512,0.0016293190437803077
Eos_1,M06,6-31G**,513,0.001561467410063393
Eos_1,M06,6-31G**,514,0.0014958611161107705
Eos_1,M06,6-31G**,515,0.0014324634575017382
Eos_1,M06,6-31G**,516,0.0013712356740803568
Eos_1,M06,6-31G**,517,0.0013121371815742603
Eos_1,M06,6-31G**,518,0.001255125792978969
Eos_1,M06,6-31G**,519,0.001200157929606403
Eos_1,M06,6-31G**,520,0.0011471888217525292
Eos_1,M06,6-31G**,521,0.0010961726989903897
Eos_1,M06,6-31G**,522,0.001047062970141967
Eos_1,M06,6-31G**,523,0.0009998123930247645
Eos_1,M06,6-31G**,524,0.0009543732341076628
Eos_1,M06,6-31G**,525,0.0009106974182448637
Eos_1,M06,6-31G**,526,0.0008687366686873662
Eos_1,M06,6-31G**,527,0.0008284426375981571
Eos_1,M06,6-31G**,528,0.0007897670273207418
Eos_1,M06,6-31G**,529,0.0007526617026704828
Eos_1,M06,6-31G**,530,0.0007170787945352296
Eos_1,M06,6-31G**,531,0.0006829707950855528
Eos_1,M06,6-31G**,532,0.0006502906449061232
Eos_1,M06,6-31G**,533,0.0006189918123683995
Eos_1,M06,6-31G**,534,0.0005890283655711412
Eos_1,M06,6-31G**,535,0.0005603550371792624
Eos_1,M06,6-31G**,536,0.0005329272824937585
Eos_1,M06,6-31G**,537,0.0005067013310857411
Eos_1,M06,6-31G**,538,0.0004816342323262157
Eos_1,M06,6-31G**,539,0.00045768389514054135
Eos_1,M06,6-31G**,540,0.00043480912231223123
Eos_1,M06,6-31G**,541,0.0004129696396555843
Eos_1,M06,6-31G**,542,0.0003921261203701921
Eos_1,M06,6-31G**,543,0.0003722402048831342
Eos_1,M06,6-31G**,544,0.0003532745164767003
Eos_1,M06,6-31G**,545,0.00033519267299072077
Eos_1,M06,6-31G**,546,0.000317959294879391
Eos_1,M06,6-31G**,547,0.00030154000989279464
Eos_1,M06,6-31G**,548,0.00028590145464325005
Eos_1,M06,6-31G**,549,0.0002710112733063465
Eos_1,M06,6-31G**,550,0.00025683811369600634
Eos_1,M06,6-31G**,551,0.00024335162094229343
Eos_1,M06,6-31G**,552,0.00023052242899003863
Eos_1,M06,6-31G**,553,0.00021832215012570244
Eos_1,M06,6-31G**,554,0.00020672336272925616
Eos_1,M06,6-31G**,555,0.0001956995974374335
Eos_1,M06,6-31G**,556,0.00018522532189433477
Eos_1,M06,6-31G**,557,0.0001752759242552191
Eos_1,M06,6-31G**,558,0.0001658276955994121
Eos_1,M06,6-31G**,559,0.0001568578113985642
Eos_1,M06,6-31G**,560,0.00014834431217708108
Eos_1,M06,6-31G**,561,0.0001402660834924579
Eos_1,M06,6-31G**,562,0.00013260283535438964
Eos_1,M06,6-31G**,563,0.00012533508119309702
Eos_1,M06,6-31G**,564,0.00011844411647909334
Eos_1,M06,6-31G**,565,0.00011191199708881855
Eos_1,M06,6-31G**,566,0.0001057215175030699
Eos_1,M06,6-31G**,567,9.985618891800764e-05
Eos_1,M06,6-31G**,568,9.430021734171605e-05
Eos_1,M06,6-31G**,569,8.90384817428345e-05
Eos_1,M06,6-31G**,570,8.405651231163835e-05
Eos_1,M06,6-31G**,571,7.934046888815893e-05
Eos_1,M06,6-31G**,572,7.487711960645687e-05
Eos_1,M06,6-31G**,573,7.065381979901252e-05
Eos_1,M06,6-31G**,574,6.665849120035865e-05
Eos_1,M06,6-31G**,575,6.28796014845273e-05
Eos_1,M06,6-31G**,576,5.930614416665425e-05
Eos_1,M06,6-31G**,577,5.592761889510102e-05
Eos_1,M06,6-31G**,578,5.273401215677289e-05
Eos_1,M06,6-31G**,579,4.971577841487938e-05
Eos_1,M06,6-31G**,580,4.6863821695192196e-05
Eos_1,M06,6-31G**,581,4.41694776339313e-05
Eos_1,M06,6-31G**,582,4.1624495997684195e-05
Eos_1,M06,6-31G**,583,3.9221023683276805e-05
Eos_1,M06,6-31G**,584,3.6951588203228934e-05
Eos_1,M06,6-31G**,585,3.4809081660325574e-05
Eos_1,M06,6-31G**,586,3.278674521295068e-05
Eos_1,M06,6-31G**,587,3.087815403107732e-05
Eos_1,M06,6-31G**,588,2.907720274126381e-05
Eos_1,M06,6-31G**,589,2.7378091357582287e-05
Eos_1,M06,6-31G**,590,2.5775311694155136e-05
Eos_1,M06,6-31G**,591,2.426363425383354e-05
Eos_1,M06,6-31G**,592,2.283809558657001e-05
Eos_1,M06,6-31G**,593,2.1493986110141974e-05
Eos_1,M06,6-31G**,594,2.0226838385121254e-05
Eos_1,M06,6-31G**,595,1.903241583531811e-05
Eos_1,M06,6-31G**,596,1.7906701904351503e-05
Eos_1,M06,6-31G**,597,1.6845889638518756e-05
Eos_1,M06,6-31G**,598,1.5846371685732228e-05
Eos_1,M06,6-31G**,599,1.4904730699963821e-05
Eos_1,M06,6-31G**,600,1.4017730140377839e-05
Eos_1,M06,6-31G**,601,1.3182305454137238e-05
Eos_1,M06,6-31G**,602,1.2395555631725802e-05
Eos_1,M06,6-31G**,603,1.1654735123544463e-05
Eos_1,M06,6-31G**,604,1.0957246106496538e-05
Eos_1,M06,6-31G**,605,1.030063108927983e-05
Eos_1,M06,6-31G**,606,9.68256584514232e-06
Eos_1,M06,6-31G**,607,9.100852660934649e-06
Eos_1,M06,6-31G**,608,8.553413891394674e-06
Eos_1,M06,6-31G**,609,8.038285807733888e-06
Eos_1,M06,6-31G**,610,7.553612729749544e-06
Eos_1,M06,6-31G**,611,7.097641430863087e-06
Eos_1,M06,6-31G**,612,6.668715805681462e-06
Eos_1,M06,6-31G**,613,6.2652717898866885e-06
Eos_1,M06,6-31G**,614,5.885832522483333e-06
Eos_1,M06,6-31G**,615,5.529003740667954e-06
Eos_1,M06,6-31G**,616,5.193469397827445e-06
Eos_1,M06,6-31G**,617,4.877987495426003e-06
Eos_1,M06,6-31G**,618,4.581386119794073e-06
Eos_1,M06,6-31G**,619,4.302559675095583e-06
Eos_1,M06,6-31G**,620,4.040465304011806e-06
Eos_1,M06,6-31G**,621,3.7941194879455775e-06
Eos_1,M06,6-31G**,622,3.562594818814126e-06
Eos_1,M06,6-31G**,623,3.3450169347642676e-06
Eos_1,M06,6-31G**,624,3.1405616124063845e-06
Eos_1,M06,6-31G**,625,2.948452008424169e-06
Eos_1,M06,6-31G**,626,2.767956043676089e-06
Eos_1,M06,6-31G**,627,2.5983839231577427e-06
Eos_1,M06,6-31G**,628,2.439085785445197e-06
Eos_1,M06,6-31G**,629,2.2894494754851822e-06
Eos_1,M06,6-31G**,630,2.148898434838204e-06
Eos_1,M06,6-31G**,631,2.016889703716689e-06
Eos_1,M06,6-31G**,632,1.8929120293896905e-06
Eos_1,M06,6-31G**,633,1.7764840757500595e-06
Eos_1,M06,6-31G**,634,1.6671527290578035e-06
Eos_1,M06,6-31G**,635,1.5644914950855859e-06
Eos_1,M06,6-31G**,636,1.4680989830977353e-06
Eos_1,M06,6-31G**,637,1.3775974722937543e-06
Eos_1,M06,6-31G**,638,1.2926315565403916e-06
Eos_1,M06,6-31G**,639,1.2128668634029023e-06
Eos_1,M06,6-31G**,640,1.1379888436668123e-06
Eos_1,M06,6-31G**,641,1.0677016277152882e-06
Eos_1,M06,6-31G**,642,1.0017269452953594e-06
Eos_1,M06,6-31G**,643,9.3980310536781e-07
Eos_1,M06,6-31G**,644,8.816840328912137e-07
Eos_1,M06,6-31G**,645,8.271383595402877e-07
Eos_1,M06,6-31G**,646,7.759485655024644e-07
Eos_1,M06,6-31G**,647,7.279101696347968e-07
Eos_1,M06,6-31G**,648,6.828309653956219e-07
Eos_1,M06,6-31G**,649,6.405303000924193e-07
Eos_1,M06,6-31G**,650,6.00838395109146e-07
Eos_1,M06,6-31G**,651,5.635957048925264e-07
Eos_1,M06,6-31G**,652,5.286523125885026e-07
Eos_1,M06,6-31G**,653,4.958673603264462e-07
Eos_1,M06,6-31G**,654,4.651085122506957e-07
Eos_1,M06,6-31G**,655,4.3625144849621463e-07
Eos_1,M06,6-31G**,656,4.091793883980504e-07
Eos_1,M06,6-31G**,657,3.8378264131288366e-07
Eos_1,M06,6-31G**,658,3.5995818351546945e-07
Eos_1,M06,6-31G**,659,3.376092597132648e-07
Eos_1,M06,6-31G**,660,3.166450077993336e-07
Eos_1,M06,6-31G**,661,2.9698010553662117e-07
Eos_1,M06,6-31G**,662,2.7853443793627893e-07
Eos_1,M06,6-31G**,663,2.6123278415885574e-07
Eos_1,M06,6-31G**,664,2.450045228301293e-07
Eos_1,M06,6-31G**,665,2.297833547231323e-07
Eos_1,M06,6-31G**,666,2.1550704181479613e-07
Eos_1,M06,6-31G**,667,2.0211716177961911e-07
Eos_1,M06,6-31G**,668,1.8955887703402565e-07
Eos_1,M06,6-31G**,669,1.7778071749374805e-07
Eos_1,M06,6-31G**,670,1.6673437625275445e-07
Eos_1,M06,6-31G**,671,1.563745174360017e-07
Eos_1,M06,6-31G**,672,1.4665859551985634e-07
Eos_1,M06,6-31G**,673,1.3754668545337383e-07
Eos_1,M06,6-31G**,674,1.290013229509252e-07
Eos_1,M06,6-31G**,675,1.2098735436200577e-07
Eos_1,M06,6-31G**,676,1.1347179555750976e-07
Eos_1,M06,6-31G**,677,1.0642369930345611e-07
Eos_1,M06,6-31G**,678,9.981403062311959e-08
Eos_1,M06,6-31G**,679,9.361554967689571e-08
Eos_1,M06,6-31G**,680,8.780270171609578e-08
Eos_1,M06,6-31G**,681,8.235151369220418e-08
Eos_1,M06,6-31G**,682,7.723949712718816e-08
Eos_1,M06,6-31G**,683,7.244555687307761e-08
Eos_1,M06,6-31G**,684,6.794990541052874e-08
Eos_1,M06,6-31G**,685,6.373398235629269e-08
Eos_1,M06,6-31G**,686,5.978037886867468e-08
Eos_1,M06,6-31G**,687,5.6072766658130756e-08
Eos_1,M06,6-31G**,688,5.2595831327193706e-08
Eos_1,M06,6-31G**,689,4.933520978005628e-08
Eos_1,M06,6-31G**,690,4.6277431457300654e-08
Eos_1,M06,6-31G**,691,4.340986316563772e-08
Eos_1,M06,6-31G**,692,4.0720657286025964e-08
Eos_1,M06,6-31G**,693,3.8198703156312305e-08
Eos_1,M06,6-31G**,694,3.583358143657065e-08
Eos_1,M06,6-31G**,695,3.3615521276656417e-08
Eos_1,M06,6-31G**,696,3.1535360116194093e-08
Eos_1,M06,6-31G**,697,2.9584505957299155e-08
Eos_1,M06,6-31G**,698,2.7754901959830278e-08
Eos_1,M06,6-31G**,699,2.603899321792541e-08
Eos_1,M06,def2-SVP,200,1.7513862027838354e-14
Eos_1,M06,def2-SVP,201,5.06562146871202e-14
Eos_1,M06,def2-SVP,202,1.4169851036434382e-13
Eos_1,M06,def2-SVP,203,3.836612854967219e-13
Eos_1,M06,def2-SVP,204,1.0063269598006103e-12
Eos_1,M06,def2-SVP,205,2.559099636856064e-12
